user_id,date,achievements,challenges,collections,fansearned,fanslost,grindearned,grindspent,itemsgifted,leagues,mtxstorevisits,premiumearned,premiumspent,pvfgames,pvpgames,regularstorevisits,seasons,seasonscompleted,sessionlength,sessions,staminaearned,staminaspent,player_activity
407100210,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1.000000,0.000000,0.000000,Active
407201239,20151018,0.000000,11.000000,0.000000,0.000000,0.000000,20915.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,516.000000,2.000000,24.000000,12.000000,Active
407217148,20151018,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,358.000000,2.000000,0.000000,4.000000,Churned
407341517,20151018,25.000000,48.000000,16.000000,22890.000000,28500.000000,164178.000000,99750.000000,0.000000,0.000000,1.000000,0.000000,400.000000,1.000000,13.000000,8.000000,28.000000,1.000000,15653.000000,15.000000,139.000000,107.000000,Active
407346023,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1184.000000,7.000000,0.000000,0.000000,Churned
407395254,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1012.000000,8.000000,0.000000,0.000000,Active
407422470,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,0.000000,Churned
407427822,20151018,0.000000,7.000000,1.000000,0.000000,0.000000,3124.000000,26399.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1510.000000,5.000000,4.000000,8.000000,Active
407579573,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,144.000000,1.000000,0.000000,0.000000,Churned
407594715,20151018,6.000000,9.000000,1.000000,450.000000,4500.000000,74507.000000,10600.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,4.000000,0.000000,2807.000000,12.000000,19.000000,11.000000,Active
407658482,20151018,1.000000,3.000000,3.000000,450.000000,300.000000,4384.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,853.000000,1.000000,5.000000,5.000000,Active
407674597,20151018,0.000000,2.000000,0.000000,0.000000,0.000000,100.000000,400.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,277.000000,1.000000,0.000000,0.000000,Churned
407695667,20151018,3.000000,10.000000,7.000000,1315.000000,1950.000000,45064.000000,19000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,0.000000,2411.000000,5.000000,27.000000,33.000000,Active
407870721,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,Churned
407913578,20151018,0.000000,7.000000,2.000000,0.000000,37500.000000,6455.000000,18000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,0.000000,1839.000000,8.000000,16.000000,14.000000,Active
408008543,20151018,3.000000,3.000000,1.000000,300.000000,0.000000,795.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1234.000000,14.000000,8.000000,7.000000,Active
408212483,20151018,1.000000,4.000000,0.000000,450.000000,3000.000000,3785.000000,12000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,584.000000,5.000000,8.000000,7.000000,Active
408226835,20151018,0.000000,1.000000,1.000000,2875.000000,85.000000,781.000000,7500.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,855.000000,4.000000,2.000000,6.000000,Active
408260791,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4691.000000,10.000000,0.000000,0.000000,Active
408286509,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6298.000000,19.000000,0.000000,0.000000,Active
408646910,20151018,2.000000,6.000000,0.000000,1488.000000,700.000000,6577.000000,33300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,7.000000,0.000000,3486.000000,7.000000,11.000000,20.000000,Active
408669122,20151018,1.000000,2.000000,1.000000,1275.000000,0.000000,11014.000000,8305.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,690.000000,2.000000,7.000000,16.000000,Active
408761782,20151018,0.000000,1.000000,0.000000,0.000000,0.000000,2512.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,546.000000,2.000000,0.000000,0.000000,Active
408879636,20151018,6.000000,19.000000,5.000000,300.000000,6750.000000,9317.000000,68415.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,7.000000,0.000000,6628.000000,14.000000,51.000000,52.000000,Active
408910587,20151018,0.000000,0.000000,0.000000,0.000000,0.000000,960.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,3.000000,Active
409061481,20151018,1.000000,8.000000,2.000000,8637.000000,3088.000000,15098.000000,1815300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,2.000000,0.000000,2517.000000,6.000000,19.000000,14.000000,Active
409254476,20151018,0.000000,9.000000,1.000000,0.000000,0.000000,945.000000,7500.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1074.000000,1.000000,8.000000,23.000000,Churned
